	score	l_child_score	r_child_score	phrase_length	pred_score	pred_phrase_length
32726	2	2	2	1	2	1
32727	2	1	2	3	1	3
32728	1	2	2	1	1	1
32729	2	2	3	1	2	1
32730	2	2	1	26	1	26
32731	2	2	2	8	2	8
32732	1	1	2	17	1	17
32733	2	1	2	4	2	4
32734	2	2	2	3	2	3
32735	1	1	2	16	1	16
32736	2	2	2	3	2	3
32737	2	2	2	2	2	2
32738	1	1	2	4	2	4
32739	2	1	2	11	1	11
32740	2	2	2	1	2	1
32741	2	3	2	1	2	1
32742	2	3	2	1	3	1
32743	1	3	1	3	2	3
32744	2	2	2	10	2	10
32745	3	2	2	1	2	1
32746	1	2	2	1	2	1
32747	2	2	2	9	1	9
32748	2	2	1	3	2	3
32749	2	2	2	5	2	5
32750	2	2	2	2	2	2
32751	2	2	2	4	2	4
32752	2	2	2	1	2	1
32753	2	2	2	2	2	2
32754	2	2	2	1	2	1
32755	2	2	2	1	2	1
32756	2	1	2	13	3	13
32757	1	2	2	12	3	12
32758	2	2	2	6	3	6
32759	2	2	2	5	3	5
32760	2	2	2	5	3	5
32761	2	2	3	4	2	4
32762	2	2	1	4	3	4
32763	3	3	2	3	2	3
32764	2	1	2	3	3	3
32765	3	2	2	2	3	2
32766	1	2	1	2	3	2
32767	2	2	3	1	2	1
32768	2	3	2	1	3	1
32769	0	2	0	21	1	21
32770	2	2	3	1	2	1
32771	0	2	1	19	1	19
32772	1	1	2	18	1	18
32773	1	1	1	17	1	17
32774	1	1	2	7	1	7
32775	1	2	1	9	2	9
32776	1	1	2	6	1	6
32777	1	2	2	8	2	8
32778	1	2	1	5	1	5
32779	2	2	2	3	2	3
32780	2	2	2	4	2	4
32781	2	2	2	1	2	1
32782	1	1	4	3	3	3
32783	2	2	2	2	2	2
32784	2	2	3	3	2	3
32785	1	2	2	1	1	1
32786	4	2	4	1	3	1
32787	2	2	2	1	2	1
32788	2	2	2	2	2	2
32789	2	1	3	1	2	1
32790	0	0	2	14	2	14
32791	0	3	1	6	3	6
32792	2	2	2	7	2	7
32793	1	2	2	5	2	5
32794	2	3	2	6	2	6
32795	2	2	2	4	2	4
32796	3	2	2	2	2	2
32797	2	2	2	3	2	3
32798	2	3	2	3	2	3
32799	2	2	2	1	2	1
32800	2	2	2	2	2	2
32801	2	2	2	2	2	2
32802	2	2	2	1	2	1
32803	2	2	2	1	2	1
32804	1	2	1	23	1	23
32805	2	2	2	12	1	12
32806	1	2	1	10	1	10
32807	2	2	2	3	2	3
32808	2	2	2	8	2	8
32809	1	2	1	9	1	9
32810	2	2	2	2	2	2
32811	2	2	2	7	2	7
32812	1	1	2	8	1	8
32813	2	2	2	1	2	1
32814	2	2	2	6	2	6
32815	1	2	2	7	1	7
32816	2	2	2	5	2	5
32817	2	2	2	2	1	2
32818	2	2	2	4	2	4
32819	2	2	2	1	2	1
32820	2	2	2	3	2	3
32821	2	2	1	1	2	1
32822	2	2	2	3	2	3
32823	2	2	2	2	2	2
32824	2	2	2	1	2	1
32825	2	2	2	1	2	1
32826	2	1	2	1	2	1
32827	0	1	2	27	1	27
32828	1	2	1	26	1	26
32829	1	2	1	25	1	25
32830	2	2	2	1	2	1
32831	1	2	2	23	2	23
32832	2	2	1	22	2	22
32833	2	2	1	5	2	5
32834	1	2	2	16	2	16
32835	2	2	2	4	2	4
32836	2	1	1	15	1	15
32837	2	2	2	3	2	3
32838	1	2	2	2	1	2
32839	1	2	2	12	2	12
32840	2	2	2	2	2	2
32841	2	2	2	1	1	1
32842	2	2	2	11	2	11
32843	2	2	2	1	2	1
32844	2	2	2	3	2	3
32845	2	2	2	7	2	7
32846	2	2	2	2	2	2
32847	2	2	2	6	2	6
32848	2	3	2	1	2	1
32849	2	2	2	2	2	2
32850	2	2	2	3	2	3
32851	2	2	2	1	2	1
32852	2	2	2	2	2	2
32853	2	2	2	1	2	1
32854	0	2	2	13	3	13
32855	2	2	2	5	3	5
32856	2	2	2	7	2	7
32857	2	2	2	2	3	2
32858	2	2	2	2	2	2
32859	2	2	2	6	2	6
32860	2	2	3	1	3	1
32861	2	2	2	1	2	1
32862	2	2	2	5	2	5
32863	2	2	2	4	2	4
32864	2	2	2	2	2	2
32865	2	2	2	1	2	1
32866	2	2	2	1	2	1
32867	0	2	0	9	1	9
32868	0	1	2	8	1	8
32869	1	2	1	7	1	7
32870	1	2	1	6	1	6
32871	1	2	0	5	1	5
32872	0	2	1	4	2	4
32873	1	2	1	3	1	3
32874	1	2	1	2	1	2
32875	1	2	2	1	2	1
32876	0	2	0	24	1	24
32877	2	2	2	3	2	3
32878	0	2	0	20	1	20
32879	2	2	2	2	2	2
32880	0	2	1	19	1	19
32881	2	2	2	1	2	1
32882	2	2	2	1	2	1
32883	1	1	2	17	1	17
32884	1	2	1	16	1	16
32885	1	2	1	15	2	15
32886	1	2	1	14	2	14
32887	1	2	1	13	2	13
32888	2	2	2	2	2	2
32889	1	2	2	10	2	10
32890	2	2	2	1	2	1
32891	2	2	1	9	2	9
32892	2	2	1	2	2	2
32893	1	2	2	6	2	6
32894	1	2	2	1	2	1
32895	2	2	2	5	2	5
32896	2	2	2	4	2	4
32897	2	2	3	1	2	1
32898	2	2	1	2	2	2
32899	1	2	2	1	1	1
32900	1	2	1	6	1	6
32901	2	2	2	1	2	1
32902	1	2	2	4	1	4
32903	2	2	1	3	1	3
32904	1	2	2	2	1	2
32905	2	1	2	1	1	1
32906	1	2	1	8	1	8
32907	2	2	3	3	2	3
32908	1	1	4	4	2	4
32909	2	2	2	1	2	1
32910	3	2	2	1	2	1
32911	1	2	1	1	1	1
32912	4	2	2	2	2	2
32913	2	2	2	1	2	1
32914	1	2	1	21	1	21
32915	2	2	3	3	2	3
32916	1	1	2	17	1	17
32917	3	2	2	2	2	2
32918	1	0	2	16	1	16
32919	2	2	2	1	2	1
32920	0	2	2	5	1	5
32921	2	2	2	10	2	10
32922	2	1	2	4	1	4
32923	2	1	3	9	2	9
32924	1	2	2	2	1	2
32925	2	2	1	1	2	1
32926	1	2	1	2	2	2
32927	3	2	2	6	2	6
32928	2	2	2	1	2	1
32929	1	1	2	1	2	1
32930	2	2	2	1	2	1
32931	2	2	2	4	2	4
32932	2	2	3	3	2	3
32933	3	2	2	2	2	2
32934	2	3	2	1	2	1
32935	1	2	1	30	1	30
32936	1	0	2	29	1	29
32937	0	2	1	28	1	28
32938	2	1	3	12	1	12
32939	1	1	3	15	1	15
32940	1	2	1	5	1	5
32941	3	2	3	6	2	6
32942	1	0	3	11	1	11
32943	3	2	2	3	2	3
32944	1	0	2	4	1	4
32945	3	3	2	5	2	5
32946	0	0	2	6	1	6
32947	3	2	2	4	3	4
32948	2	2	2	2	2	2
32949	2	2	2	3	2	3
32950	3	2	3	4	2	4
32951	0	1	2	2	1	2
32952	2	2	2	3	2	3
32953	2	2	4	3	3	3
32954	2	2	3	1	2	1
32955	2	2	2	2	2	2
32956	3	2	3	3	1	3
32957	2	2	3	1	3	1
32958	2	2	2	2	2	2
32959	4	2	3	2	3	2
32960	2	2	2	1	2	1
32961	2	2	2	1	2	1
32962	3	4	4	1	1	1
32963	2	2	2	1	2	1
32964	3	2	4	1	4	1
32965	1	2	0	15	3	15
32966	0	1	2	14	3	14
32967	1	2	2	13	3	13
32968	2	2	0	12	3	12
32969	0	2	1	11	3	11
32970	1	2	1	10	3	10
32971	1	2	1	9	3	9
32972	1	2	2	8	3	8
32973	2	2	0	7	3	7
32974	0	2	2	6	3	6
32975	2	2	1	2	3	2
32976	2	2	2	3	2	3
32977	1	4	2	1	3	1
32978	2	2	3	2	3	2
32979	2	2	2	1	2	1
32980	1	0	2	28	1	28
32981	0	2	1	27	1	27
32982	2	1	2	13	2	13
32983	1	2	1	13	2	13
32984	1	1	2	12	2	12
32985	1	2	1	12	2	12
32986	1	2	1	11	1	11
32987	1	2	1	11	1	11
32988	1	1	2	10	1	10
32989	2	2	2	1	2	1
32990	1	2	1	9	2	9
32991	1	2	1	1	1	1
32992	2	2	2	8	3	8
32993	1	2	1	8	2	8
32994	2	2	2	4	2	4
32995	2	2	3	3	3	3
32996	1	2	1	7	1	7
32997	2	2	2	3	2	3
32998	3	2	2	2	3	2
32999	1	2	1	6	2	6
33000	2	2	2	1	2	1
33001	2	2	2	1	2	1
33002	2	2	3	1	3	1
33003	1	2	1	5	2	5
33004	1	2	2	4	2	4
33005	2	2	2	3	2	3
33006	2	2	2	2	2	2
33007	2	2	3	1	2	1
33008	1	2	2	17	1	17
33009	2	1	1	16	1	16
33010	1	2	2	8	3	8
33011	1	2	2	7	3	7
33012	2	2	1	7	1	7
33013	2	2	4	2	3	2
33014	2	2	1	4	1	4
33015	1	3	2	6	2	6
33016	4	3	2	1	3	1
33017	1	1	1	3	1	3
33018	3	2	1	5	2	5
33019	1	2	2	2	1	2
33020	2	3	2	3	2	3
33021	1	2	3	1	1	1
33022	2	2	1	1	2	1
33023	3	3	2	2	2	2
33024	3	2	3	1	3	1
33025	0	2	1	9	3	9
33026	1	1	2	8	3	8
33027	1	2	1	7	3	7
33028	2	2	2	1	2	1
33029	1	2	1	5	2	5
33030	1	2	0	4	2	4
33031	0	1	1	3	2	3
33032	1	2	2	2	2	2
33033	2	2	2	1	2	1
33034	0	2	1	14	1	14
33035	2	2	2	1	2	1
33036	1	2	2	12	1	12
33037	2	2	2	11	1	11
33038	2	2	1	10	1	10
33039	1	2	1	9	2	9
33040	2	2	2	5	2	5
33041	1	2	1	3	2	3
33042	2	2	2	1	2	1
33043	2	2	1	3	2	3
33044	1	2	2	2	2	2
33045	1	2	2	2	2	2
33046	2	2	1	1	2	1
33047	2	3	2	1	2	1
33048	1	1	1	14	1	14
33049	1	2	2	1	2	1
33050	1	1	2	12	3	12
33051	1	2	1	11	3	11
33052	1	2	2	10	2	10
33053	2	3	1	9	2	9
33054	3	2	2	3	2	3
33055	1	2	1	5	2	5
33056	2	2	2	2	2	2
33057	1	2	2	4	2	4
33058	2	2	2	1	2	1
33059	2	2	1	3	2	3
33060	1	3	2	2	2	2
33061	2	2	2	1	2	1
33062	2	2	2	9	2	9
33063	2	2	2	3	2	3
33064	2	2	2	5	2	5
33065	2	2	2	2	3	2
33066	2	2	2	4	2	4
33067	2	2	2	1	2	1
33068	2	2	2	3	2	3
33069	2	2	2	2	2	2
33070	2	2	2	1	2	1
33071	2	2	2	6	2	6
33072	2	2	2	5	2	5
33073	2	2	2	4	2	4
33074	2	2	3	3	2	3
33075	3	2	2	2	2	2
33076	2	2	2	1	2	1
33077	2	3	2	10	2	10
33078	3	2	2	4	1	4
33079	2	2	2	5	3	5
33080	2	1	2	3	2	3
33081	2	2	2	4	3	4
33082	2	2	2	2	2	2
33083	2	2	2	3	2	3
33084	2	2	2	1	2	1
33085	2	2	2	2	2	2
33086	2	3	2	1	2	1
33087	2	0	2	22	3	22
33088	0	2	0	15	3	15
33089	2	2	2	6	1	6
33090	2	2	2	1	3	1
33091	0	2	1	13	3	13
33092	2	2	2	5	2	5
33093	1	2	1	12	3	12
33094	2	3	2	4	2	4
33095	1	2	1	11	3	11
33096	3	2	2	3	2	3
33097	2	2	2	1	2	1
33098	1	2	2	9	3	9
33099	2	2	2	1	2	1
33100	2	2	2	1	2	1
33101	2	2	0	8	3	8
33102	2	2	2	6	3	6
33103	0	2	1	1	2	1
33104	2	2	2	5	3	5
33105	2	2	2	3	2	3
33106	2	2	2	1	2	1
33107	2	2	2	2	3	2
33108	2	2	3	1	3	1
33109	0	2	0	21	1	21
33110	0	0	2	20	1	20
33111	0	1	1	19	1	19
33112	1	2	2	1	1	1
33113	1	0	1	17	3	17
33114	0	1	2	5	3	5
33115	1	2	0	11	1	11
33116	1	1	2	4	3	4
33117	0	2	0	10	1	10
33118	1	2	1	3	3	3
33119	0	2	0	9	1	9
33120	2	2	2	1	2	1
33121	1	2	2	1	3	1
33122	0	1	2	8	1	8
33123	2	2	2	7	2	7
33124	2	2	2	6	2	6
33125	2	2	2	5	2	5
33126	2	2	2	4	2	4
33127	2	3	2	3	2	3
33128	2	2	2	2	2	2
33129	2	2	2	1	2	1
33130	2	2	1	13	1	13
33131	2	2	2	2	2	2
33132	1	2	2	10	1	10
33133	2	2	2	1	2	1
33134	2	2	2	9	2	9
33135	2	2	2	1	2	1
33136	2	2	2	7	1	7
33137	2	1	2	6	1	6
33138	1	2	2	1	1	1
33139	2	2	1	4	2	4
33140	2	2	2	1	2	1
33141	1	2	2	2	2	2
33142	2	2	3	1	2	1
33143	2	2	2	7	3	7
33144	2	2	2	6	3	6
33145	2	2	2	5	3	5
33146	2	2	1	4	3	4
33147	1	3	2	3	3	3
33148	2	2	2	2	3	2
33149	2	2	2	1	2	1
33150	2	2	1	20	1	20
33151	2	2	2	9	2	9
33152	1	2	2	10	2	10
33153	2	2	2	8	2	8
33154	2	2	1	9	2	9
33155	2	2	2	2	2	2
33156	2	2	2	5	2	5
33157	1	2	2	8	2	8
33158	2	2	2	1	2	1
33159	2	2	2	4	2	4
33160	2	2	1	4	2	4
33161	2	2	2	3	2	3
33162	2	2	2	2	2	2
33163	2	3	2	1	2	1
33164	1	1	2	3	2	3
33165	2	2	2	2	1	2
33166	2	2	3	1	2	1
33167	2	2	2	2	2	2
33168	2	2	2	1	2	1
33169	2	2	1	1	2	1
33170	1	2	2	7	2	7
33171	2	2	2	6	2	6
33172	2	2	1	5	2	5
33173	1	2	2	4	2	4
33174	2	2	2	1	2	1
33175	2	2	2	2	2	2
33176	2	2	2	1	2	1
33177	2	1	2	10	1	10
33178	1	1	1	9	1	9
33179	1	2	2	3	1	3
33180	1	1	2	5	1	5
33181	2	2	2	2	1	2
33182	1	2	2	3	2	3
33183	2	2	0	1	2	1
33184	2	2	1	1	2	1
33185	2	1	2	2	2	2
33186	2	2	2	1	2	1
33187	2	2	3	3	2	3
33188	2	2	2	1	2	1
33189	3	2	2	1	2	1
33190	0	2	1	11	1	11
33191	2	2	1	5	2	5
33192	1	0	2	5	1	5
33193	1	1	2	4	1	4
33194	0	2	1	4	1	4
33195	2	2	1	3	3	3
33196	1	2	0	3	1	3
33197	1	2	1	2	3	2
33198	0	1	2	2	1	2
33199	1	2	2	1	3	1
33200	2	2	4	1	2	1
33201	1	1	2	18	1	18
33202	1	1	1	17	1	17
33203	1	0	2	5	1	5
33204	1	1	1	11	0	11
33205	0	2	0	4	1	4
33206	1	2	2	3	1	3
33207	1	2	1	7	2	7
33208	0	2	1	3	1	3
33209	2	2	1	2	1	2
33210	1	1	2	6	1	6
33211	1	2	1	2	0	2
33212	1	1	2	1	1	1
33213	1	2	1	2	1	2
33214	2	2	2	3	3	3
33215	1	1	1	1	1	1
33216	1	2	2	1	2	1
33217	2	2	2	2	3	2
33218	2	2	2	1	3	1
33219	1	2	2	8	2	8
33220	2	3	2	3	2	3
33221	2	2	2	4	3	4
33222	2	2	2	2	2	2
33223	2	2	0	3	3	3
33224	2	2	2	1	2	1
33225	0	1	3	2	3	2
33226	1	2	2	1	2	1
33227	0	1	2	8	1	8
33228	1	2	0	7	1	7
33229	0	1	1	6	1	6
33230	1	1	0	4	1	4
33231	1	1	2	1	1	1
33232	0	2	1	3	1	3
33233	1	2	1	2	2	2
33234	1	2	1	1	2	1
33235	2	1	2	24	1	24
33236	1	2	1	23	2	23
33237	2	2	2	1	2	1
33238	1	2	0	21	1	21
33239	0	1	1	20	1	20
33240	1	1	2	5	2	5
33241	1	3	1	14	1	14
33242	1	2	1	4	2	4
33243	3	3	2	2	2	2
33244	1	2	1	11	1	11
33245	2	1	2	1	2	1
33246	1	1	2	2	2	2
33247	2	2	2	1	2	1
33248	1	2	1	10	1	10
33249	2	1	2	1	2	1
33250	1	2	1	9	1	9
33251	1	2	2	8	1	8
33252	2	1	1	7	1	7
33253	1	2	2	2	1	2
33254	1	2	1	4	2	4
33255	2	2	2	1	2	1
33256	1	2	2	3	1	3
33257	2	2	2	1	2	1
33258	2	2	2	1	1	1
33259	1	1	2	22	1	22
33260	1	1	1	21	1	21
33261	1	2	1	2	1	2
33262	1	2	1	18	2	18
33263	1	0	2	1	0	1
33264	1	2	2	17	1	17
33265	2	2	2	2	2	2
33266	2	1	2	14	2	14
33267	2	2	2	1	2	1
33268	1	2	2	3	2	3
33269	2	2	2	10	2	10
33270	2	1	2	2	2	2
33271	2	1	2	9	2	9
33272	2	2	2	1	2	1
33273	1	2	2	3	2	3
33274	2	2	2	5	2	5
33275	2	2	2	2	2	2
33276	2	2	2	1	2	1
33277	2	2	2	3	2	3
33278	2	2	1	1	2	1
33279	2	2	2	2	2	2
33280	2	2	2	1	2	1
33281	1	2	1	12	1	12
33282	2	2	2	4	2	4
33283	1	2	2	7	1	7
33284	2	2	2	3	2	3
33285	2	2	1	6	1	6
33286	2	2	2	2	2	2
33287	1	1	2	5	1	5
33288	2	2	2	1	2	1
33289	1	1	0	4	1	4
33290	1	2	1	1	1	1
33291	0	2	2	2	1	2
33292	2	0	2	1	1	1
33293	1	2	1	10	1	10
33294	2	2	2	3	2	3
33295	1	2	1	6	1	6
33296	2	2	2	2	3	2
33297	1	2	1	5	1	5
33298	2	2	2	1	2	1
33299	1	1	2	4	1	4
33300	1	1	2	3	2	3
33301	1	2	2	1	1	1
33302	2	2	2	1	2	1
33303	1	2	1	36	2	36
33304	2	2	2	13	2	13
33305	1	2	2	22	2	22
33306	2	2	3	12	2	12
33307	2	2	2	21	2	21
33308	3	2	3	11	2	11
33309	2	2	1	2	2	2
33310	2	2	1	18	2	18
33311	2	2	1	1	2	1
33312	3	4	2	9	3	9
33313	2	2	2	1	2	1
33314	1	2	1	17	2	17
33315	4	2	2	5	3	5
33316	2	2	2	3	2	3
33317	2	2	2	8	2	8
33318	1	2	1	8	2	8
33319	2	3	2	4	3	4
33320	2	2	3	2	2	2
33321	2	2	2	7	2	7
33322	1	1	2	7	2	7
33323	2	2	2	3	2	3
33324	3	2	2	1	3	1
33325	2	2	2	3	2	3
33326	2	2	3	3	2	3
33327	1	2	2	6	2	6
33328	2	2	2	2	2	2
33329	2	2	2	2	2	2
33330	3	2	2	2	3	2
33331	2	2	1	5	2	5
33332	2	2	2	1	2	1
33333	2	2	2	1	2	1
33334	2	3	2	1	2	1
33335	2	2	2	1	2	1
33336	1	2	2	3	2	3
33337	2	2	2	2	2	2
33338	2	2	2	1	2	1
33339	0	0	0	25	1	25
33340	0	1	1	16	1	16
33341	0	1	2	8	2	8
33342	1	2	2	1	2	1
33343	1	2	1	14	1	14
33344	1	2	0	7	2	7
33345	1	1	2	13	1	13
33346	0	1	0	6	2	6
33347	2	2	2	12	1	12
33348	1	2	2	2	2	2
33349	0	2	1	3	2	3
33350	2	2	2	11	1	11
33351	2	0	2	1	2	1
33352	1	2	3	2	3	2
33353	2	2	0	2	1	2
33354	2	2	2	8	2	8
33355	3	2	2	1	2	1
33356	0	1	4	1	3	1
33357	2	2	2	7	2	7
33358	2	2	2	3	2	3
33359	2	2	2	3	2	3
33360	2	2	2	2	2	2
33361	2	2	2	2	2	2
33362	2	2	2	1	2	1
33363	2	2	2	1	2	1
33364	1	2	2	5	2	5
33365	2	1	2	2	2	2
33366	2	2	2	2	2	2
33367	1	1	2	1	2	1
33368	2	1	2	1	2	1
33369	1	1	2	4	1	4
33370	1	0	2	1	0	1
33371	2	2	2	2	2	2
33372	2	2	2	1	2	1
33373	1	2	2	21	1	21
33374	2	1	1	20	1	20
33375	1	2	2	6	3	6
33376	1	2	1	13	1	13
33377	2	1	2	5	3	5
33378	2	2	2	1	2	1
33379	1	1	4	11	1	11
33380	1	2	1	4	3	4
33381	1	2	2	1	1	1
33382	4	2	3	9	3	9
33383	2	1	2	1	1	1
33384	1	3	1	2	3	2
33385	2	2	2	1	2	1
33386	3	2	3	7	3	7
33387	1	2	3	1	3	1
33388	3	2	3	6	3	6
33389	2	2	2	1	2	1
33390	3	2	2	4	3	4
33391	2	1	2	3	3	3
33392	2	2	3	2	3	2
33393	3	4	2	1	4	1
33394	2	2	1	20	1	20
33395	2	2	2	3	2	3
33396	1	2	1	16	1	16
33397	2	2	2	2	2	2
33398	1	1	2	15	2	15
33399	2	2	2	1	2	1
33400	1	2	3	14	2	14
33401	3	2	1	13	2	13
33402	1	2	2	12	2	12
33403	2	2	3	11	2	11
33404	3	2	3	10	3	10
33405	2	2	4	4	2	4
33406	3	2	3	5	3	5
33407	4	2	2	3	2	3
33408	3	3	2	4	3	4
33409	2	2	2	2	2	2
33410	3	3	2	3	3	3
33411	2	2	3	1	2	1
33412	3	2	3	2	3	2
33413	3	3	2	1	3	1
33414	3	2	2	11	1	11
33415	2	2	3	10	1	10
33416	3	2	2	9	2	9
33417	2	2	2	8	2	8
33418	2	2	2	7	2	7
33419	2	2	2	1	3	1
33420	2	2	2	5	2	5
33421	2	2	2	1	2	1
33422	2	2	2	3	2	3
33423	2	2	2	2	1	2
33424	2	2	2	1	2	1
33425	0	0	2	20	1	20
33426	0	0	0	19	1	19
33427	0	1	2	4	1	4
33428	0	0	2	14	3	14
33429	1	0	2	3	1	3
33430	0	0	2	7	3	7
33431	2	2	2	6	2	6
33432	0	2	1	2	1	2
33433	0	2	1	3	3	3
33434	2	1	2	3	2	3
33435	2	2	2	5	2	5
33436	2	2	2	1	1	1
33437	1	2	0	2	3	2
33438	2	2	3	2	2	2
33439	2	2	2	4	2	4
33440	0	0	2	1	3	1
33441	2	2	2	1	2	1
33442	2	2	2	3	2	3
33443	2	2	2	2	2	2
33444	2	2	2	1	2	1
33445	1	2	2	17	1	17
33446	2	1	2	16	1	16
33447	1	2	2	15	1	15
33448	2	2	2	1	2	1
33449	2	2	2	13	2	13
33450	2	2	2	1	2	1
33451	2	2	2	11	2	11
33452	2	2	2	10	2	10
33453	2	2	2	9	2	9
33454	2	2	3	8	2	8
33455	3	2	3	7	2	7
33456	3	2	2	6	2	6
33457	2	2	1	5	2	5
33458	1	2	2	4	2	4
33459	2	2	2	2	2	2
33460	2	2	2	1	2	1
33461	2	2	2	1	2	1
33462	0	2	1	21	3	21
33463	2	2	2	1	2	1
33464	1	1	2	19	2	19
33465	1	2	1	18	2	18
33466	2	1	2	13	2	13
33467	1	2	2	4	2	4
33468	1	1	2	12	2	12
33469	2	2	1	3	2	3
33470	1	2	2	11	1	11
33471	1	2	2	2	2	2
33472	2	1	2	7	2	7
33473	2	2	2	3	2	3
33474	2	2	2	1	2	1
33475	1	2	1	6	2	6
33476	2	2	2	2	2	2
33477	1	2	2	5	2	5
33478	2	2	2	1	2	1
33479	2	2	2	4	2	4
33480	2	2	2	3	2	3
33481	2	2	2	2	2	2
33482	2	2	2	1	2	1
33483	1	1	2	7	2	7
33484	1	2	1	6	2	6
33485	1	1	2	5	2	5
33486	2	2	2	4	2	4
33487	2	2	2	2	2	2
33488	2	2	2	1	2	1
33489	2	2	2	1	2	1
33490	0	2	0	11	1	11
33491	0	1	2	10	1	10
33492	1	1	2	9	2	9
33493	1	2	1	1	1	1
33494	2	2	2	7	2	7
33495	2	2	2	3	2	3
33496	2	2	2	3	2	3
33497	2	2	2	1	2	1
33498	2	2	3	1	2	1
33499	2	2	2	2	2	2
33500	2	2	2	1	2	1
33501	0	0	1	15	1	15
33502	0	2	0	3	1	3
33503	1	0	2	11	2	11
33504	0	1	2	2	1	2
33505	0	2	1	10	2	10
33506	1	2	1	1	1	1
33507	2	2	2	6	2	6
33508	1	2	2	3	2	3
33509	2	2	2	5	2	5
33510	2	2	2	2	2	2
33511	2	2	2	4	2	4
33512	2	2	2	1	2	1
33513	2	2	2	1	2	1
33514	2	2	2	2	2	2
33515	2	2	2	1	2	1
33516	1	1	2	31	1	31
33517	1	2	0	30	1	30
33518	2	2	2	3	2	3
33519	0	0	2	26	1	26
33520	2	2	2	2	2	2
33521	0	2	0	11	1	11
33522	2	2	3	14	3	14
33523	2	3	2	1	2	1
33524	0	1	2	10	1	10
33525	3	2	1	13	2	13
33526	1	1	2	7	1	7
33527	2	1	2	2	2	2
33528	1	2	2	12	3	12
33529	2	2	1	6	3	6
33530	2	2	2	1	2	1
33531	2	2	2	2	2	2
33532	2	2	3	9	3	9
33533	1	2	1	5	3	5
33534	2	2	2	1	2	1
33535	2	1	2	5	2	5
33536	3	2	4	3	3	3
33537	1	2	2	4	3	4
33538	1	2	2	4	2	4
33539	4	2	3	2	4	2
33540	2	2	1	3	3	3
33541	2	2	1	3	2	3
33542	3	3	2	1	3	1
33543	1	2	1	2	3	2
33544	1	2	2	2	2	2
33545	1	3	2	1	2	1
33546	2	2	2	1	2	1
33547	1	2	1	17	1	17
33548	2	2	3	3	2	3
33549	1	1	2	13	1	13
33550	3	2	2	2	2	2
33551	1	2	1	12	2	12
33552	2	2	2	1	2	1
33553	1	2	1	11	2	11
33554	1	2	1	10	2	10
33555	1	2	1	9	2	9
33556	2	2	2	1	2	1
33557	1	2	1	7	2	7
33558	2	2	2	3	2	3
33559	1	2	1	3	2	3
33560	2	2	2	2	2	2
33561	1	2	1	2	2	2
33562	2	2	2	1	2	1
33563	2	2	2	1	2	1
33564	1	2	2	29	1	29
33565	2	2	2	5	2	5
33566	2	2	1	23	1	23
33567	2	2	2	4	1	4
33568	1	1	2	22	2	22
33569	2	2	3	3	1	3
33570	2	1	2	21	1	21
33571	3	2	2	2	2	2
33572	1	2	2	20	1	20
33573	2	2	2	1	2	1
33574	2	2	1	14	1	14
33575	2	2	2	5	3	5
33576	1	2	2	13	1	13
33577	2	2	3	4	3	4
33578	2	1	2	2	1	2
33579	2	2	1	10	1	10
33580	3	2	2	3	3	3
33581	2	2	1	1	1	1
33582	1	1	2	9	1	9
33583	2	3	2	2	2	2
33584	1	2	1	3	1	3
33585	2	2	2	5	2	5
33586	2	2	3	1	2	1
33587	2	2	2	1	2	1
33588	1	1	2	1	1	1
33589	2	2	2	4	2	4
33590	2	2	2	3	2	3
33591	2	2	3	2	2	2
33592	2	2	2	1	2	1
33593	1	1	2	6	1	6
33594	1	1	2	5	1	5
33595	1	2	1	3	1	3
33596	2	2	1	1	2	1
33597	1	1	1	2	1	2
33598	1	2	2	1	1	1
33599	1	1	2	33	3	33
33600	1	2	2	23	2	23
33601	2	2	2	9	2	9
33602	2	2	3	12	2	12
33603	2	2	2	10	2	10
33604	2	1	2	8	2	8
33605	3	2	3	11	3	11
33606	2	2	2	9	2	9
33607	1	2	2	7	2	7
33608	2	2	2	1	2	1
33609	3	2	3	9	2	9
33610	2	2	2	8	2	8
33611	2	2	2	6	2	6
33612	3	3	3	8	3	8
33613	2	2	2	7	2	7
33614	2	2	2	5	2	5
33615	3	2	2	4	2	4
33616	3	4	2	3	3	3
33617	2	2	2	6	2	6
33618	2	2	2	4	2	4
33619	2	3	2	3	3	3
33620	2	1	2	2	2	2
33621	2	2	2	5	2	5
33622	2	2	2	3	2	3
33623	2	1	2	2	2	2
33624	2	2	3	1	2	1
33625	2	2	2	4	2	4
33626	2	2	2	2	2	2
33627	2	2	3	1	2	1
33628	2	2	2	3	2	3
33629	2	2	2	1	2	1
33630	2	2	0	2	3	2
33631	0	2	2	1	2	1
33632	1	1	1	16	2	16
33633	1	2	1	15	3	15
33634	1	2	1	14	2	14
33635	1	2	2	13	2	13
33636	2	2	1	12	2	12
33637	2	2	3	1	2	1
33638	1	1	2	10	1	10
33639	2	2	2	9	2	9
33640	2	2	2	8	2	8
33641	2	2	2	1	2	1
33642	2	2	2	6	2	6
33643	2	2	2	5	2	5
33644	2	2	2	4	2	4
33645	2	2	2	3	2	3
33646	2	2	2	2	2	2
33647	2	2	2	1	2	1
33648	1	1	2	24	1	24
33649	1	1	1	23	1	23
33650	1	2	2	11	2	11
33651	1	2	1	11	1	11
33652	2	2	2	10	2	10
33653	1	0	2	10	1	10
33654	2	2	2	9	2	9
33655	2	2	1	9	2	9
33656	2	3	1	8	2	8
